date,home_team,away_team,home_points,away_points,home_moneyline,away_moneyline,spread_close
2012-04-21,Utah Jazz,Orlando Magic,117,107,-500.0,400.0,-9.0
2012-04-22,Atlanta Hawks,New York Knicks,112,113,-145.0,125.0,-2.5
2012-04-22,Los Angeles Lakers,Oklahoma City Thunder,114,106,-105.0,-115.0,1.0
2012-04-22,Charlotte Bobcats,Sacramento Kings,88,114,160.0,-180.0,4.5
2012-04-22,Miami Heat,Houston Rockets,97,88,-215.0,175.0,-5.0
2012-04-22,Detroit Pistons,Toronto Raptors,76,73,-190.0,165.0,-4.0
2012-04-22,San Antonio Spurs,Cleveland Cavaliers,114,98,-3320.0,1520.0,-15.5
2012-04-22,Minnesota Timberwolves,Golden State Warriors,88,93,-475.0,375.0,-9.0
2012-04-22,Denver Nuggets,Orlando Magic,101,74,-730.0,505.0,-11.0
2012-04-22,Los Angeles Clippers,New Orleans Hornets,107,98,-680.0,480.0,-10.5
2012-04-23,Washington Wizards,Charlotte Bobcats,101,73,-650.0,475.0,-10.5
2012-04-23,Indiana Pacers,Detroit Pistons,103,97,-320.0,260.0,-7.5
2012-04-23,New Jersey Nets,Philadelphia 76ers,87,105,400.0,-500.0,9.5
2012-04-23,Milwaukee Bucks,Toronto Raptors,92,86,-550.0,425.0,-9.5
2012-04-23,Memphis Grizzlies,Cleveland Cavaliers,109,101,-1308.0,933.0,-12.5
2012-04-23,San Antonio Spurs,Portland Trail Blazers,124,89,-2700.0,1800.0,-15.0
2012-04-24,Atlanta Hawks,Los Angeles Clippers,109,102,-130.0,110.0,-1.0
2012-04-24,Boston Celtics,Miami Heat,78,66,-290.0,245.0,-7.0
2012-04-24,Oklahoma City Thunder,Sacramento Kings,118,110,-650.0,475.0,-10.5
2012-04-24,Utah Jazz,Phoenix Suns,100,88,-210.0,175.0,-4.5
2012-04-24,Golden State Warriors,New Orleans Hornets,81,83,120.0,-140.0,2.5
2012-04-25,Orlando Magic,Charlotte Bobcats,102,95,-2000.0,1200.0,-14.5
2012-04-25,Cleveland Cavaliers,Washington Wizards,85,96,125.0,-145.0,2.5
2012-04-25,Indiana Pacers,Chicago Bulls,87,92,125.0,-145.0,3.0
2012-04-25,New York Knicks,Los Angeles Clippers,99,93,-220.0,180.0,-5.0
2012-04-25,Milwaukee Bucks,Philadelphia 76ers,85,90,-360.0,300.0,-7.5
2012-04-25,Oklahoma City Thunder,Denver Nuggets,101,106,110.0,-130.0,2.0
2012-04-25,Phoenix Suns,San Antonio Spurs,106,110,-150.0,130.0,-3.0
2012-04-26,Detroit Pistons,Philadelphia 76ers,108,86,-450.0,350.0,-8.0
2012-04-26,Boston Celtics,Milwaukee Bucks,87,74,-500.0,400.0,-9.5
2012-04-26,Toronto Raptors,New Jersey Nets,98,67,-320.0,260.0,-7.0
2012-04-26,Washington Wizards,Miami Heat,104,70,-320.0,260.0,-7.5
2012-04-26,Charlotte Bobcats,New York Knicks,84,104,180.0,-220.0,5.5
2012-04-26,Atlanta Hawks,Dallas Mavericks,106,89,-230.0,190.0,-5.0
2012-04-26,Chicago Bulls,Cleveland Cavaliers,107,75,-3700.0,1750.0,-14.0
2012-04-26,Memphis Grizzlies,Orlando Magic,88,76,-4000.0,1900.0,-15.5
2012-04-26,Houston Rockets,New Orleans Hornets,84,77,-230.0,190.0,-5.5
2012-04-26,Minnesota Timberwolves,Denver Nuggets,102,131,300.0,-360.0,8.0
2012-04-26,Utah Jazz,Portland Trail Blazers,96,94,-330.0,270.0,-7.5
2012-04-26,Sacramento Kings,Los Angeles Lakers,113,96,-290.0,245.0,-7.0
2012-04-26,Golden State Warriors,San Antonio Spurs,101,107,210.0,-250.0,6.0
2012-10-30,Cleveland Cavaliers,Washington Wizards,94,84,-250.0,210.0,-6.0
2012-10-30,Miami Heat,Boston Celtics,120,107,-280.0,240.0,-6.5
2012-10-30,Los Angeles Lakers,Dallas Mavericks,91,99,-500.0,400.0,-8.5
2012-10-31,Toronto Raptors,Indiana Pacers,88,90,100.0,-120.0,1.0
2012-10-31,Philadelphia 76ers,Denver Nuggets,84,75,110.0,-130.0,2.0
2012-10-31,Detroit Pistons,Houston Rockets,96,105,-135.0,115.0,-2.5
2012-10-31,Chicago Bulls,Sacramento Kings,93,87,-275.0,235.0,-6.5
2012-10-31,New Orleans Hornets,San Antonio Spurs,95,99,255.0,-305.0,7.0
2012-10-31,Utah Jazz,Dallas Mavericks,113,94,-400.0,330.0,-8.0
2012-10-31,Phoenix Suns,Golden State Warriors,85,87,-140.0,120.0,-2.0
2012-10-31,Los Angeles Clippers,Memphis Grizzlies,101,92,-175.0,155.0,-4.5
2012-10-31,Portland Trail Blazers,Los Angeles Lakers,116,106,115.0,-135.0,2.0
2012-11-26,Brooklyn Nets,New York Knicks,96,89,-105.0,-115.0,1.0
2012-11-01,San Antonio Spurs,Oklahoma City Thunder,86,84,-130.0,110.0,-2.0
2012-11-02,Charlotte Bobcats,Indiana Pacers,90,89,250.0,-300.0,7.0
2012-11-02,Orlando Magic,Denver Nuggets,102,89,210.0,-250.0,6.0
2012-11-02,Boston Celtics,Milwaukee Bucks,88,99,-330.0,270.0,-7.0
2012-11-02,Atlanta Hawks,Houston Rockets,102,109,-220.0,180.0,-5.0
2012-11-02,Cleveland Cavaliers,Chicago Bulls,86,115,130.0,-150.0,3.0
2012-11-02,New York Knicks,Miami Heat,104,84,220.0,-260.0,6.0
2012-11-02,New Orleans Hornets,Utah Jazz,88,86,145.0,-165.0,3.5
2012-11-02,Oklahoma City Thunder,Portland Trail Blazers,106,92,-450.0,350.0,-8.5
2012-11-02,Minnesota Timberwolves,Sacramento Kings,92,80,-150.0,130.0,-3.0
2012-11-02,Phoenix Suns,Detroit Pistons,92,89,-200.0,170.0,-4.5
2012-11-02,Los Angeles Lakers,Los Angeles Clippers,95,105,110.0,-130.0,2.0
2012-11-02,Golden State Warriors,Memphis Grizzlies,94,104,-102.0,-108.0,1.5
2012-11-03,Washington Wizards,Boston Celtics,86,89,200.0,-240.0,5.5
2012-11-03,Indiana Pacers,Sacramento Kings,106,98,-345.0,285.0,-7.5
2012-11-03,Brooklyn Nets,Toronto Raptors,107,100,-235.0,200.0,-5.5
2012-11-03,Miami Heat,Denver Nuggets,119,116,-445.0,355.0,-8.5
2012-11-03,Chicago Bulls,New Orleans Hornets,82,89,-580.0,455.0,-9.5
2012-11-03,Houston Rockets,Portland Trail Blazers,85,95,-230.0,195.0,-5.5
2012-11-03,Milwaukee Bucks,Cleveland Cavaliers,105,102,-300.0,250.0,-7.0
2012-11-03,Dallas Mavericks,Charlotte Bobcats,126,99,-625.0,475.0,-10.0
2012-11-03,San Antonio Spurs,Utah Jazz,110,100,-335.0,275.0,-7.5
2012-11-03,Los Angeles Clippers,Golden State Warriors,110,114,-460.0,360.0,-8.5
2012-11-04,New York Knicks,Philadelphia 76ers,100,84,-160.0,140.0,-3.5
2012-11-04,Toronto Raptors,Minnesota Timberwolves,105,86,-160.0,140.0,-3.5
2012-11-04,Orlando Magic,Phoenix Suns,115,94,-110.0,-110.0,0.0
2012-11-04,Oklahoma City Thunder,Atlanta Hawks,95,104,-550.0,425.0,-9.5
2012-11-04,Los Angeles Lakers,Detroit Pistons,108,79,-360.0,300.0,-8.0
2012-11-05,Philadelphia 76ers,New York Knicks,88,110,-140.0,120.0,-2.5
2012-11-05,Brooklyn Nets,Minnesota Timberwolves,96,107,-350.0,290.0,-7.5
2012-11-05,Miami Heat,Phoenix Suns,124,99,-1700.0,1100.0,-13.0
2012-11-05,Memphis Grizzlies,Utah Jazz,103,94,-210.0,175.0,-5.0
2012-11-05,Dallas Mavericks,Portland Trail Blazers,114,91,-175.0,155.0,-4.0
2012-11-05,San Antonio Spurs,Indiana Pacers,101,79,-410.0,335.0,-8.5
2012-11-05,Sacramento Kings,Golden State Warriors,94,92,-125.0,105.0,-2.0
2012-11-05,Los Angeles Clippers,Cleveland Cavaliers,101,108,-700.0,500.0,-10.0
2012-11-06,Chicago Bulls,Orlando Magic,99,93,-520.0,415.0,-9.0
2012-11-06,Oklahoma City Thunder,Toronto Raptors,108,88,-505.0,400.0,-9.0
2012-11-06,Denver Nuggets,Detroit Pistons,109,97,-670.0,495.0,-10.0
2012-11-07,Charlotte Bobcats,Phoenix Suns,110,117,130.0,-150.0,2.5
2012-11-07,Boston Celtics,Washington Wizards,100,94,-610.0,455.0,-9.5
2012-11-07,Atlanta Hawks,Indiana Pacers,89,86,-175.0,155.0,-4.0
2012-11-07,Miami Heat,Brooklyn Nets,103,73,-650.0,475.0,-10.5
2012-11-07,Milwaukee Bucks,Memphis Grizzlies,90,108,-113.0,102.0,-1.0
2012-11-07,New Orleans Hornets,Philadelphia 76ers,62,77,106.0,-117.0,1.5
2012-11-07,Houston Rockets,Denver Nuggets,87,93,-145.0,125.0,-2.5
2012-11-07,Minnesota Timberwolves,Orlando Magic,90,75,-250.0,210.0,-6.0
2012-11-07,Dallas Mavericks,Toronto Raptors,109,104,-300.0,250.0,-7.0
2012-11-07,Utah Jazz,Los Angeles Lakers,95,86,-145.0,125.0,-3.0
2012-11-07,Sacramento Kings,Detroit Pistons,105,103,-270.0,230.0,-7.0
2012-11-07,Los Angeles Clippers,San Antonio Spurs,106,84,-102.0,-108.0,1.5
2012-11-07,Golden State Warriors,Cleveland Cavaliers,106,96,-240.0,200.0,-6.0
2012-11-08,Chicago Bulls,Oklahoma City Thunder,91,97,125.0,-145.0,2.5
2012-11-08,Portland Trail Blazers,Los Angeles Clippers,90,103,-110.0,100.0,-0.0
2012-11-09,Washington Wizards,Milwaukee Bucks,91,101,140.0,-160.0,3.5
2012-11-09,Orlando Magic,Brooklyn Nets,68,107,135.0,-155.0,2.5
2012-11-09,Boston Celtics,Philadelphia 76ers,100,106,-230.0,190.0,-5.5
2012-11-09,New York Knicks,Dallas Mavericks,104,94,-260.0,220.0,-6.5
2012-11-09,Atlanta Hawks,Miami Heat,89,95,165.0,-190.0,4.0
2012-11-09,Memphis Grizzlies,Houston Rockets,93,85,-300.0,250.0,-7.0
2012-11-09,New Orleans Hornets,Charlotte Bobcats,107,99,-290.0,245.0,-7.5
2012-11-09,Oklahoma City Thunder,Detroit Pistons,105,94,-850.0,625.0,-11.5
2012-11-09,Minnesota Timberwolves,Indiana Pacers,96,94,-130.0,110.0,-1.5
2012-11-09,Phoenix Suns,Cleveland Cavaliers,107,105,-150.0,130.0,-3.0
2012-11-09,Sacramento Kings,San Antonio Spurs,86,97,200.0,-240.0,6.0
2012-11-09,Denver Nuggets,Utah Jazz,104,84,-240.0,200.0,-5.5
2012-11-09,Los Angeles Lakers,Golden State Warriors,101,77,-330.0,270.0,-7.5
2012-11-10,Toronto Raptors,Philadelphia 76ers,83,93,-140.0,120.0,-2.5
2012-11-10,Indiana Pacers,Washington Wizards,89,85,-360.0,300.0,-8.0
2012-11-10,Charlotte Bobcats,Dallas Mavericks,101,97,220.0,-260.0,6.5
2012-11-10,Chicago Bulls,Minnesota Timberwolves,87,80,-360.0,300.0,-8.0
2012-11-10,Houston Rockets,Detroit Pistons,96,82,-310.0,260.0,-7.0
2012-11-10,Milwaukee Bucks,Boston Celtics,92,96,-105.0,-115.0,1.0
2012-11-10,Utah Jazz,Phoenix Suns,94,81,-425.0,340.0,-8.5
2012-11-10,Portland Trail Blazers,San Antonio Spurs,109,112,120.0,-140.0,2.5
2012-11-10,Golden State Warriors,Denver Nuggets,101,107,115.0,-135.0,2.0
2012-11-11,Brooklyn Nets,Orlando Magic,82,74,-400.0,320.0,-8.5
2012-11-11,Los Angeles Clippers,Atlanta Hawks,89,76,-260.0,220.0,-6.5
2012-11-11,Memphis Grizzlies,Miami Heat,104,86,115.0,-135.0,1.5
2012-11-11,Oklahoma City Thunder,Cleveland Cavaliers,106,91,-600.0,450.0,-10.0
2012-11-11,Los Angeles Lakers,Sacramento Kings,103,90,-680.0,490.0,-10.5
2012-11-12,Toronto Raptors,Utah Jazz,133,140,130.0,-150.0,3.0
2012-11-12,Philadelphia 76ers,Milwaukee Bucks,96,105,-170.0,150.0,-4.0
2012-11-12,Detroit Pistons,Oklahoma City Thunder,90,92,250.0,-300.0,7.0
2012-11-12,Chicago Bulls,Boston Celtics,95,101,-145.0,125.0,-3.0
2012-11-12,Houston Rockets,Miami Heat,110,113,190.0,-230.0,5.5
2012-11-12,Dallas Mavericks,Minnesota Timberwolves,82,90,-290.0,245.0,-7.0
2012-11-12,Phoenix Suns,Denver Nuggets,110,100,170.0,-200.0,4.5
2012-11-12,Portland Trail Blazers,Atlanta Hawks,87,95,-150.0,130.0,-2.5
2012-11-13,Charlotte Bobcats,Washington Wizards,92,76,-130.0,110.0,-2.0
2012-11-13,Orlando Magic,New York Knicks,89,99,255.0,-310.0,7.0
2012-11-13,Indiana Pacers,Toronto Raptors,72,74,-500.0,400.0,-9.0
2012-11-13,Brooklyn Nets,Cleveland Cavaliers,114,101,-230.0,190.0,-5.5
2012-11-13,Sacramento Kings,Portland Trail Blazers,86,103,-140.0,120.0,-2.0
2012-11-13,Los Angeles Lakers,San Antonio Spurs,82,84,103.0,-114.0,1.0
2012-11-14,Philadelphia 76ers,Detroit Pistons,76,94,-380.0,310.0,-8.0
2012-11-14,Boston Celtics,Utah Jazz,98,93,-230.0,190.0,-5.0
2012-11-14,Milwaukee Bucks,Indiana Pacers,99,85,-180.0,160.0,-4.5
2012-11-14,Houston Rockets,New Orleans Hornets,100,96,-275.0,235.0,-6.5
2012-11-14,Oklahoma City Thunder,Memphis Grizzlies,97,107,-220.0,180.0,-5.5
2012-11-14,Minnesota Timberwolves,Charlotte Bobcats,87,89,-290.0,245.0,-7.0
2012-11-14,Dallas Mavericks,Washington Wizards,107,101,-400.0,320.0,-8.5
2012-11-14,Phoenix Suns,Chicago Bulls,106,112,130.0,-150.0,3.0
2012-11-14,Los Angeles Clippers,Miami Heat,107,100,100.0,-110.0,1.0
2012-11-14,Golden State Warriors,Atlanta Hawks,92,88,-113.0,102.0,-1.0
2012-11-15,Brooklyn Nets,Boston Celtics,102,97,-230.0,190.0,-5.5
2012-11-15,San Antonio Spurs,New York Knicks,100,104,-220.0,180.0,-5.5
2012-11-15,Denver Nuggets,Miami Heat,93,98,-150.0,130.0,-3.5
2012-11-16,Philadelphia 76ers,Utah Jazz,99,93,-116.0,105.0,-1.5
2012-11-16,Detroit Pistons,Orlando Magic,106,110,-210.0,175.0,-5.0
2012-11-16,Indiana Pacers,Dallas Mavericks,103,83,-130.0,110.0,-2.0
2012-11-16,New Orleans Hornets,Oklahoma City Thunder,95,110,230.0,-270.0,6.5
2012-11-16,Minnesota Timberwolves,Golden State Warriors,98,106,-130.0,110.0,-0.0
2012-11-16,Memphis Grizzlies,New York Knicks,105,95,-235.0,195.0,-6.5
2012-11-16,Sacramento Kings,Atlanta Hawks,96,112,110.0,-130.0,2.0
2012-11-16,Portland Trail Blazers,Houston Rockets,119,117,-130.0,110.0,-2.0
2012-11-16,Los Angeles Lakers,Phoenix Suns,114,102,-550.0,425.0,-9.0
2012-11-17,Boston Celtics,Toronto Raptors,107,89,-330.0,270.0,-7.0
2012-11-17,Los Angeles Clippers,Chicago Bulls,101,80,-275.0,235.0,-6.5
2012-11-17,Washington Wizards,Utah Jazz,76,83,145.0,-165.0,3.5
2012-11-17,Charlotte Bobcats,Memphis Grizzlies,87,94,225.0,-265.0,6.5
2012-11-17,Cleveland Cavaliers,Dallas Mavericks,95,103,-140.0,120.0,-2.5
2012-11-17,Milwaukee Bucks,New Orleans Hornets,117,113,-360.0,300.0,-8.5
2012-11-17,San Antonio Spurs,Denver Nuggets,126,100,-260.0,220.0,-6.0
2012-11-17,Phoenix Suns,Miami Heat,88,97,235.0,-275.0,6.5
2012-11-18,New York Knicks,Indiana Pacers,88,76,-325.0,265.0,-7.5
2012-11-18,Toronto Raptors,Orlando Magic,97,86,-175.0,155.0,-4.0
2012-11-18,Philadelphia 76ers,Cleveland Cavaliers,86,79,-290.0,245.0,-6.5
2012-11-18,Sacramento Kings,Brooklyn Nets,90,99,140.0,-160.0,3.5
2012-11-18,Oklahoma City Thunder,Golden State Warriors,119,109,-600.0,450.0,-9.5
2012-11-18,Detroit Pistons,Boston Celtics,103,83,155.0,-175.0,4.0
2012-11-18,Portland Trail Blazers,Chicago Bulls,102,94,-140.0,120.0,-2.0
2012-11-18,Los Angeles Lakers,Houston Rockets,119,108,-350.0,290.0,-7.0
2012-11-19,Washington Wizards,Indiana Pacers,89,96,135.0,-155.0,3.0
2012-11-19,Charlotte Bobcats,Milwaukee Bucks,102,98,165.0,-190.0,4.0
2012-11-19,Atlanta Hawks,Orlando Magic,81,72,-670.0,495.0,-10.5
2012-11-19,Memphis Grizzlies,Denver Nuggets,92,97,-300.0,250.0,-7.0
2012-11-19,Dallas Mavericks,Golden State Warriors,101,105,-220.0,185.0,-5.0
2012-11-19,San Antonio Spurs,Los Angeles Clippers,87,92,-185.0,165.0,-4.5
2012-11-19,Utah Jazz,Houston Rockets,102,91,-265.0,225.0,-6.0
2012-11-20,Philadelphia 76ers,Toronto Raptors,106,98,-210.0,175.0,-5.5
2012-11-20,New Orleans Hornets,New York Knicks,80,102,320.0,-400.0,7.5
2012-11-20,Los Angeles Lakers,Brooklyn Nets,95,90,-280.0,240.0,-6.5
2012-11-21,Charlotte Bobcats,Toronto Raptors,98,97,-135.0,115.0,-2.5
2012-11-21,Orlando Magic,Detroit Pistons,90,74,-113.0,102.0,-1.0
2012-11-21,Cleveland Cavaliers,Philadelphia 76ers,92,83,165.0,-190.0,4.5
2012-11-21,Indiana Pacers,New Orleans Hornets,115,107,-360.0,300.0,-7.5
2012-11-21,Boston Celtics,San Antonio Spurs,100,112,101.0,-111.0,1.0
2012-11-21,Atlanta Hawks,Washington Wizards,101,100,-600.0,450.0,-9.5
2012-11-21,Miami Heat,Milwaukee Bucks,113,106,-600.0,450.0,-9.5
2012-11-21,Oklahoma City Thunder,Los Angeles Clippers,117,111,-165.0,145.0,-3.5
2012-11-21,Houston Rockets,Chicago Bulls,93,89,-118.0,107.0,-1.0
2012-11-21,Minnesota Timberwolves,Denver Nuggets,94,101,120.0,-140.0,2.0
2012-11-21,Dallas Mavericks,New York Knicks,114,111,140.0,-160.0,3.5
2012-11-21,Phoenix Suns,Portland Trail Blazers,114,87,-130.0,110.0,-2.5
2012-11-21,Sacramento Kings,Los Angeles Lakers,113,97,200.0,-240.0,5.5
2012-11-21,Golden State Warriors,Brooklyn Nets,102,93,-140.0,120.0,-2.0
2012-11-23,Charlotte Bobcats,Atlanta Hawks,91,101,145.0,-165.0,3.5
2012-11-23,Orlando Magic,Cleveland Cavaliers,108,104,-180.0,160.0,-4.5
2012-11-23,Boston Celtics,Oklahoma City Thunder,108,100,130.0,-150.0,2.5
2012-11-23,Brooklyn Nets,Los Angeles Clippers,86,76,130.0,-150.0,3.0
2012-11-23,Detroit Pistons,Toronto Raptors,91,90,-130.0,110.0,-1.5
2012-11-23,Indiana Pacers,San Antonio Spurs,97,104,170.0,-200.0,4.5
2012-11-23,Memphis Grizzlies,Los Angeles Lakers,106,98,-190.0,165.0,-4.5
2012-11-23,Houston Rockets,New York Knicks,131,103,170.0,-200.0,4.5
2012-11-23,Denver Nuggets,Golden State Warriors,102,91,-260.0,220.0,-6.5
2012-11-23,Utah Jazz,Sacramento Kings,104,102,-480.0,380.0,-9.0
2012-11-23,Phoenix Suns,New Orleans Hornets,111,108,-220.0,180.0,-5.5
2012-11-23,Portland Trail Blazers,Minnesota Timberwolves,103,95,-130.0,110.0,-1.5
2012-11-24,Philadelphia 76ers,Oklahoma City Thunder,109,116,160.0,-180.0,4.5
2012-11-24,Washington Wizards,Charlotte Bobcats,106,108,-190.0,165.0,-4.5
2012-11-24,Atlanta Hawks,Los Angeles Clippers,104,93,115.0,-135.0,2.0
2012-11-24,Miami Heat,Cleveland Cavaliers,110,108,-3635.0,1835.0,-15.0
2012-11-24,Dallas Mavericks,Los Angeles Lakers,89,115,105.0,-125.0,1.5
2012-11-24,Milwaukee Bucks,Chicago Bulls,86,93,-145.0,125.0,-2.5
2012-11-24,Sacramento Kings,Utah Jazz,108,97,-105.0,-115.0,1.0
2012-11-24,Golden State Warriors,Minnesota Timberwolves,96,85,-155.0,135.0,-3.0
2012-11-25,Toronto Raptors,San Antonio Spurs,106,111,225.0,-265.0,6.0
2012-11-25,New York Knicks,Detroit Pistons,121,100,-950.0,650.0,-11.0
2012-11-25,Brooklyn Nets,Portland Trail Blazers,98,85,-300.0,250.0,-7.5
2012-11-25,Philadelphia 76ers,Phoenix Suns,104,101,-180.0,160.0,-4.0
2012-11-25,Orlando Magic,Boston Celtics,110,116,170.0,-200.0,5.5
2012-11-25,Denver Nuggets,New Orleans Hornets,102,84,-650.0,475.0,-10.0
2012-11-26,Washington Wizards,San Antonio Spurs,92,118,250.0,-300.0,7.0
2012-11-26,Detroit Pistons,Portland Trail Blazers,108,101,100.0,-120.0,1.0
2012-11-26,Chicago Bulls,Milwaukee Bucks,92,93,-170.0,150.0,-4.0
2012-11-26,Memphis Grizzlies,Cleveland Cavaliers,84,78,-1000.0,700.0,-12.0
2012-11-26,Oklahoma City Thunder,Charlotte Bobcats,114,69,-1000.0,700.0,-11.5
2012-11-26,Utah Jazz,Denver Nuggets,105,103,-160.0,140.0,-3.0
2012-11-26,Los Angeles Clippers,New Orleans Hornets,98,105,-1200.0,800.0,-13.0
2012-11-27,Philadelphia 76ers,Dallas Mavericks,100,98,-150.0,130.0,-3.0
2012-11-27,Cleveland Cavaliers,Phoenix Suns,78,91,135.0,-155.0,3.5
2012-11-27,Houston Rockets,Toronto Raptors,117,101,-250.0,210.0,-6.0
2012-11-27,Sacramento Kings,Minnesota Timberwolves,89,97,-120.0,100.0,-1.0
2012-11-27,Los Angeles Lakers,Indiana Pacers,77,79,-430.0,345.0,-8.5
2012-11-28,Washington Wizards,Portland Trail Blazers,84,82,135.0,-155.0,3.0
2012-11-28,Orlando Magic,San Antonio Spurs,89,110,295.0,-355.0,7.5
2012-11-28,Boston Celtics,Brooklyn Nets,83,95,-175.0,155.0,-3.5
2012-11-28,Atlanta Hawks,Charlotte Bobcats,94,91,-525.0,420.0,-9.5
2012-11-28,Detroit Pistons,Phoenix Suns,117,77,-150.0,130.0,-3.0
2012-11-28,Chicago Bulls,Dallas Mavericks,101,78,-260.0,220.0,-6.5
2012-11-28,Milwaukee Bucks,New York Knicks,88,102,120.0,-140.0,2.5
2012-11-28,Memphis Grizzlies,Toronto Raptors,103,82,-730.0,530.0,-10.5
2012-11-28,New Orleans Hornets,Utah Jazz,84,96,125.0,-145.0,3.0
2012-11-28,Oklahoma City Thunder,Houston Rockets,120,98,-780.0,555.0,-10.5
2012-11-28,Los Angeles Clippers,Minnesota Timberwolves,101,95,-520.0,415.0,-9.0
2012-11-29,Miami Heat,San Antonio Spurs,105,100,-1095.0,695.0,-13.5
2012-11-29,Golden State Warriors,Denver Nuggets,106,105,-105.0,-115.0,1.0
2012-11-30,Toronto Raptors,Phoenix Suns,101,97,-150.0,130.0,-3.0
2012-11-30,Charlotte Bobcats,Philadelphia 76ers,98,104,140.0,-160.0,3.5
2012-11-30,Orlando Magic,Brooklyn Nets,86,98,175.0,-210.0,5.0
2012-11-30,Boston Celtics,Portland Trail Blazers,96,78,-200.0,170.0,-4.5
2012-11-30,New York Knicks,Washington Wizards,108,87,-1300.0,900.0,-12.5
2012-11-30,Atlanta Hawks,Cleveland Cavaliers,111,113,-425.0,340.0,-8.0
2012-11-30,Memphis Grizzlies,Detroit Pistons,90,78,-650.0,475.0,-10.5
2012-11-30,Oklahoma City Thunder,Utah Jazz,106,94,-550.0,425.0,-9.5
2012-11-30,Minnesota Timberwolves,Milwaukee Bucks,95,85,-130.0,110.0,-2.0
2012-11-30,Sacramento Kings,Indiana Pacers,92,97,105.0,-125.0,1.5
2012-11-30,Los Angeles Lakers,Denver Nuggets,122,103,-240.0,200.0,-5.5
2012-12-01,Miami Heat,Brooklyn Nets,102,89,-380.0,310.0,-8.0
2012-12-01,Cleveland Cavaliers,Portland Trail Blazers,117,118,-125.0,105.0,-1.5
2012-12-01,Chicago Bulls,Philadelphia 76ers,93,88,-265.0,225.0,-6.5
2012-12-01,New Orleans Hornets,Oklahoma City Thunder,79,100,350.0,-450.0,8.5
2012-12-01,Houston Rockets,Utah Jazz,124,116,-260.0,220.0,-6.5
2012-12-01,Milwaukee Bucks,Boston Celtics,91,88,-150.0,130.0,-3.0
2012-12-01,San Antonio Spurs,Memphis Grizzlies,99,95,-260.0,220.0,-6.0
2012-12-01,Dallas Mavericks,Detroit Pistons,92,77,-310.0,255.0,-7.0
2012-12-01,Los Angeles Clippers,Sacramento Kings,116,81,-1000.0,700.0,-12.5
2012-12-01,Golden State Warriors,Indiana Pacers,103,92,-185.0,165.0,-5.0
2012-12-02,New York Knicks,Phoenix Suns,106,99,-825.0,625.0,-11.5
2012-12-02,Los Angeles Lakers,Orlando Magic,103,113,-1500.0,1000.0,-13.5
2012-12-03,Charlotte Bobcats,Portland Trail Blazers,112,118,-115.0,-105.0,-1.0
2012-12-03,Detroit Pistons,Cleveland Cavaliers,89,79,-225.0,-225.0,0.0
2012-12-03,New Orleans Hornets,Milwaukee Bucks,102,81,155.0,-175.0,4.0
2012-12-03,Denver Nuggets,Toronto Raptors,113,110,-700.0,510.0,-10.5
2012-12-03,Utah Jazz,Los Angeles Clippers,104,105,115.0,-135.0,2.0
2012-12-03,Golden State Warriors,Orlando Magic,94,102,-545.0,435.0,-9.5
2012-12-04,Philadelphia 76ers,Minnesota Timberwolves,88,105,-155.0,135.0,-3.0
2012-12-04,Washington Wizards,Miami Heat,105,101,500.0,-700.0,10.0
2012-12-04,Brooklyn Nets,Oklahoma City Thunder,111,117,170.0,-200.0,4.0
2012-12-04,Chicago Bulls,Indiana Pacers,76,80,-175.0,155.0,-4.0
2012-12-04,Memphis Grizzlies,Phoenix Suns,108,98,-700.0,500.0,-10.0
2012-12-04,Houston Rockets,Los Angeles Lakers,107,105,-115.0,-105.0,-1.0
2012-12-05,Charlotte Bobcats,New York Knicks,98,100,280.0,-340.0,7.5
2012-12-05,Indiana Pacers,Portland Trail Blazers,99,92,-180.0,160.0,-4.0
2012-12-05,Boston Celtics,Minnesota Timberwolves,104,94,-245.0,205.0,-5.5
2012-12-05,Atlanta Hawks,Denver Nuggets,108,104,-125.0,105.0,-2.0
2012-12-05,Detroit Pistons,Golden State Warriors,97,104,-115.0,-105.0,-1.0
2012-12-05,Cleveland Cavaliers,Chicago Bulls,85,95,135.0,-155.0,3.0
2012-12-05,New Orleans Hornets,Los Angeles Lakers,87,103,170.0,-200.0,4.5
2012-12-05,San Antonio Spurs,Milwaukee Bucks,110,99,-450.0,350.0,-8.5
2012-12-05,Utah Jazz,Orlando Magic,87,81,-400.0,325.0,-8.0
2012-12-05,Sacramento Kings,Toronto Raptors,107,100,-140.0,120.0,-2.5
2012-12-05,Los Angeles Clippers,Dallas Mavericks,112,90,-400.0,325.0,-8.5
2012-12-06,Miami Heat,New York Knicks,92,112,-580.0,455.0,-9.5
2012-12-06,Phoenix Suns,Dallas Mavericks,94,97,-185.0,165.0,-4.0
2012-12-07,Philadelphia 76ers,Boston Celtics,95,94,110.0,-130.0,2.0
2012-12-07,Indiana Pacers,Denver Nuggets,89,92,-130.0,110.0,-1.5
2012-12-07,Brooklyn Nets,Golden State Warriors,102,109,-270.0,230.0,-6.5
2012-12-07,Atlanta Hawks,Washington Wizards,104,95,-500.0,400.0,-9.0
2012-12-07,Detroit Pistons,Chicago Bulls,104,108,130.0,-150.0,3.0
2012-12-07,New Orleans Hornets,Memphis Grizzlies,89,96,310.0,-380.0,8.0
