date,home_team,away_team,home_points,away_points,home_moneyline,away_moneyline,spread_close
2012-03-14,San Antonio Spurs,Orlando Magic,122,111,-350.0,290.0,-7.5
2012-03-14,Sacramento Kings,Detroit Pistons,112,124,-165.0,145.0,-3.5
2012-03-14,Phoenix Suns,Utah Jazz,120,111,-190.0,165.0,-4.5
2012-03-14,Los Angeles Clippers,Atlanta Hawks,96,82,-290.0,245.0,-7.0
2012-03-14,Golden State Warriors,Boston Celtics,103,105,180.0,-220.0,5.0
2012-03-15,New Orleans Hornets,Washington Wizards,89,99,-170.0,150.0,-3.5
2012-03-15,Dallas Mavericks,Charlotte Bobcats,101,96,-2105.0,1305.0,-14.0
2012-03-15,Denver Nuggets,Oklahoma City Thunder,90,103,115.0,-135.0,2.0
2012-03-15,Utah Jazz,Minnesota Timberwolves,111,105,-145.0,125.0,-3.0
2012-03-15,Los Angeles Clippers,Phoenix Suns,87,91,-625.0,465.0,-9.5
2012-03-16,Philadelphia 76ers,Miami Heat,78,84,150.0,-170.0,4.0
2012-03-16,Orlando Magic,New Jersey Nets,86,70,-1050.0,650.0,-12.0
2012-03-16,New York Knicks,Indiana Pacers,115,100,-190.0,165.0,-4.0
2012-03-16,Atlanta Hawks,Washington Wizards,102,88,-870.0,570.0,-11.5
2012-03-16,Chicago Bulls,Portland Trail Blazers,89,100,-450.0,350.0,-8.5
2012-03-16,Memphis Grizzlies,Toronto Raptors,110,114,-610.0,450.0,-10.0
2012-03-16,Oklahoma City Thunder,San Antonio Spurs,105,114,-225.0,185.0,-5.0
2012-03-16,Phoenix Suns,Detroit Pistons,109,101,-190.0,165.0,-4.5
2012-03-16,Sacramento Kings,Boston Celtics,120,95,160.0,-180.0,3.5
2012-03-16,Los Angeles Lakers,Minnesota Timberwolves,97,92,-355.0,285.0,-8.0
2012-03-16,Golden State Warriors,Milwaukee Bucks,98,120,110.0,-130.0,1.5
2012-03-17,Los Angeles Clippers,Houston Rockets,95,91,-340.0,280.0,-7.5
2012-03-17,Charlotte Bobcats,Toronto Raptors,107,103,-105.0,-115.0,1.0
2012-03-17,Indiana Pacers,New York Knicks,88,102,-185.0,165.0,-4.0
2012-03-17,New Jersey Nets,New Orleans Hornets,94,102,-150.0,130.0,-3.0
2012-03-17,Chicago Bulls,Philadelphia 76ers,89,80,-180.0,160.0,-4.0
2012-03-17,Dallas Mavericks,San Antonio Spurs,106,99,-155.0,135.0,-3.0
2012-03-17,Denver Nuggets,Boston Celtics,98,91,-260.0,220.0,-6.0
2012-03-17,Utah Jazz,Golden State Warriors,99,92,-345.0,285.0,-7.5
2012-03-18,Cleveland Cavaliers,Atlanta Hawks,87,103,120.0,-140.0,2.5
2012-03-18,Los Angeles Clippers,Detroit Pistons,87,83,-320.0,260.0,-7.0
2012-03-18,Memphis Grizzlies,Washington Wizards,97,92,-1150.0,750.0,-12.5
2012-03-18,Sacramento Kings,Minnesota Timberwolves,115,99,105.0,-125.0,1.0
2012-03-18,Miami Heat,Orlando Magic,91,81,-500.0,400.0,-9.0
2012-03-18,Phoenix Suns,Houston Rockets,99,86,-240.0,200.0,-5.5
2012-03-18,Oklahoma City Thunder,Portland Trail Blazers,111,95,-500.0,400.0,-9.0
2012-03-18,Los Angeles Lakers,Utah Jazz,99,103,-800.0,600.0,-11.0
2012-03-19,Charlotte Bobcats,Philadelphia 76ers,80,105,450.0,-600.0,10.0
2012-03-19,New Jersey Nets,Cleveland Cavaliers,100,105,-175.0,155.0,-4.0
2012-03-19,Atlanta Hawks,Boston Celtics,76,79,-125.0,105.0,-2.0
2012-03-19,Orlando Magic,Chicago Bulls,59,85,-130.0,110.0,-2.5
2012-03-19,Denver Nuggets,Dallas Mavericks,95,112,-185.0,165.0,-4.5
2012-03-19,Golden State Warriors,Minnesota Timberwolves,93,97,-125.0,105.0,-1.5
2012-03-20,Indiana Pacers,Los Angeles Clippers,102,89,-165.0,145.0,-3.5
2012-03-20,New York Knicks,Toronto Raptors,106,87,-450.0,350.0,-8.5
2012-03-20,Miami Heat,Phoenix Suns,99,95,-725.0,525.0,-10.5
2012-03-20,Houston Rockets,Los Angeles Lakers,107,104,130.0,-150.0,3.0
2012-03-20,Utah Jazz,Oklahoma City Thunder,97,90,130.0,-150.0,3.0
2012-03-20,Sacramento Kings,Memphis Grizzlies,119,110,130.0,-150.0,3.0
2012-03-20,Portland Trail Blazers,Milwaukee Bucks,87,116,-165.0,145.0,-3.5
2012-03-21,Toronto Raptors,Chicago Bulls,82,94,290.0,-350.0,7.5
2012-03-21,Philadelphia 76ers,New York Knicks,79,82,-170.0,150.0,-4.0
2012-03-21,Orlando Magic,Phoenix Suns,103,93,-375.0,305.0,-8.0
2012-03-21,New Jersey Nets,Washington Wizards,89,108,-200.0,170.0,-4.5
2012-03-21,Atlanta Hawks,Cleveland Cavaliers,103,102,-330.0,270.0,-7.5
2012-03-21,New Orleans Hornets,Golden State Warriors,92,101,-130.0,110.0,-2.0
2012-03-21,Oklahoma City Thunder,Los Angeles Clippers,114,91,-475.0,375.0,-9.0
2012-03-21,San Antonio Spurs,Minnesota Timberwolves,116,100,-550.0,425.0,-9.5
2012-03-21,Denver Nuggets,Detroit Pistons,116,115,-400.0,320.0,-8.0
2012-03-21,Dallas Mavericks,Los Angeles Lakers,93,109,-180.0,160.0,-4.5
2012-03-22,Washington Wizards,Indiana Pacers,83,85,250.0,-300.0,7.0
2012-03-22,Milwaukee Bucks,Boston Celtics,91,100,-175.0,155.0,-4.0
2012-03-22,New Orleans Hornets,Los Angeles Clippers,97,90,165.0,-185.0,4.5
2012-03-22,Houston Rockets,Golden State Warriors,109,83,-350.0,290.0,-8.0
2012-03-22,Sacramento Kings,Utah Jazz,102,103,-130.0,110.0,-2.0
2012-03-22,Portland Trail Blazers,Memphis Grizzlies,97,93,100.0,-120.0,1.0
2012-03-23,Toronto Raptors,New York Knicks,96,79,200.0,-240.0,5.5
2012-03-23,Charlotte Bobcats,Milwaukee Bucks,92,112,260.0,-320.0,7.0
2012-03-23,Orlando Magic,Cleveland Cavaliers,93,80,-500.0,400.0,-9.5
2012-03-23,Indiana Pacers,Phoenix Suns,111,113,-160.0,140.0,-3.5
2012-03-23,Atlanta Hawks,New Jersey Nets,93,84,-300.0,250.0,-7.0
2012-03-23,Detroit Pistons,Miami Heat,73,88,350.0,-450.0,9.0
2012-03-23,Philadelphia 76ers,Boston Celtics,99,86,-310.0,255.0,-7.5
2012-03-23,Oklahoma City Thunder,Minnesota Timberwolves,149,140,-650.0,475.0,-10.5
2012-03-23,San Antonio Spurs,Dallas Mavericks,104,87,-170.0,150.0,-4.0
2012-03-23,Utah Jazz,Denver Nuggets,121,102,-130.0,110.0,-2.0
2012-03-23,Los Angeles Lakers,Portland Trail Blazers,103,96,-550.0,425.0,-9.5
2012-03-24,Los Angeles Clippers,Memphis Grizzlies,101,85,-130.0,110.0,-2.0
2012-03-24,Washington Wizards,Atlanta Hawks,92,95,130.0,-150.0,3.0
2012-03-24,New Jersey Nets,Charlotte Bobcats,102,89,-250.0,210.0,-6.0
2012-03-24,New York Knicks,Detroit Pistons,101,79,-750.0,550.0,-11.0
2012-03-24,Chicago Bulls,Toronto Raptors,102,101,-1100.0,750.0,-12.5
2012-03-24,New Orleans Hornets,San Antonio Spurs,86,89,175.0,-210.0,5.0
2012-03-24,Houston Rockets,Dallas Mavericks,99,101,-150.0,130.0,-3.0
2012-03-24,Milwaukee Bucks,Indiana Pacers,104,125,-185.0,165.0,-4.5
2012-03-24,Golden State Warriors,Sacramento Kings,111,108,-125.0,105.0,-1.5
2012-03-25,Cleveland Cavaliers,Phoenix Suns,83,108,155.0,-175.0,4.0
2012-03-25,Minnesota Timberwolves,Denver Nuggets,117,100,-125.0,105.0,-1.5
2012-03-25,Boston Celtics,Washington Wizards,88,76,-550.0,425.0,-9.5
2012-03-25,Atlanta Hawks,Utah Jazz,139,133,-110.0,-110.0,0.0
2012-03-25,San Antonio Spurs,Philadelphia 76ers,93,76,-145.0,125.0,-2.5
2012-03-25,Oklahoma City Thunder,Miami Heat,103,87,-125.0,105.0,-1.5
2012-03-25,Portland Trail Blazers,Golden State Warriors,90,87,-600.0,450.0,-10.0
2012-03-25,Los Angeles Lakers,Memphis Grizzlies,96,102,-300.0,250.0,-6.5
2012-03-26,Toronto Raptors,Orlando Magic,101,117,210.0,-250.0,6.0
2012-03-26,Washington Wizards,Detroit Pistons,77,79,110.0,-130.0,1.0
2012-03-26,Charlotte Bobcats,Boston Celtics,95,102,230.0,-270.0,6.5
2012-03-26,Indiana Pacers,Miami Heat,105,90,150.0,-170.0,3.5
2012-03-26,New Jersey Nets,Utah Jazz,84,105,-130.0,110.0,-1.0
2012-03-26,New York Knicks,Milwaukee Bucks,89,80,-200.0,170.0,-4.5
2012-03-26,Chicago Bulls,Denver Nuggets,91,108,-360.0,300.0,-8.0
2012-03-26,Houston Rockets,Sacramento Kings,113,106,-260.0,220.0,-6.0
2012-03-26,Los Angeles Clippers,New Orleans Hornets,97,85,-700.0,500.0,-10.5
2012-03-27,Philadelphia 76ers,Cleveland Cavaliers,103,85,-500.0,400.0,-8.5
2012-03-27,Milwaukee Bucks,Atlanta Hawks,108,101,-140.0,120.0,-2.5
2012-03-27,Memphis Grizzlies,Minnesota Timberwolves,93,86,-200.0,170.0,-4.5
2012-03-27,Dallas Mavericks,Houston Rockets,90,81,-300.0,250.0,-7.0
2012-03-27,Phoenix Suns,San Antonio Spurs,100,107,110.0,-130.0,2.0
2012-03-27,Portland Trail Blazers,Oklahoma City Thunder,95,109,180.0,-220.0,5.0
2012-03-27,Golden State Warriors,Los Angeles Lakers,101,104,310.0,-380.0,8.0
2012-03-28,Toronto Raptors,Denver Nuggets,105,96,155.0,-175.0,4.0
2012-03-28,New York Knicks,Orlando Magic,108,86,110.0,-130.0,2.0
2012-03-28,Charlotte Bobcats,Minnesota Timberwolves,83,88,180.0,-220.0,5.5
2012-03-28,Cleveland Cavaliers,Detroit Pistons,75,87,104.0,-115.0,1.5
2012-03-28,Boston Celtics,Utah Jazz,94,82,-160.0,140.0,-3.5
2012-03-28,New Jersey Nets,Indiana Pacers,100,84,210.0,-250.0,6.5
2012-03-28,Atlanta Hawks,Chicago Bulls,77,98,160.0,-180.0,4.0
2012-03-28,Sacramento Kings,San Antonio Spurs,112,117,155.0,-175.0,4.0
2012-03-28,Los Angeles Clippers,Phoenix Suns,103,86,-310.0,255.0,-7.0
2012-03-28,Golden State Warriors,New Orleans Hornets,87,102,-140.0,120.0,-2.5
2012-03-29,Indiana Pacers,Washington Wizards,93,89,-600.0,450.0,-9.5
2012-03-29,Miami Heat,Dallas Mavericks,106,85,-400.0,320.0,-8.0
2012-03-29,Portland Trail Blazers,New Orleans Hornets,99,93,-470.0,370.0,-9.0
2012-03-29,Los Angeles Lakers,Oklahoma City Thunder,93,102,-116.0,105.0,-0.0
2012-03-30,Toronto Raptors,Miami Heat,101,113,295.0,-355.0,7.5
2012-03-30,Washington Wizards,Philadelphia 76ers,97,76,345.0,-420.0,8.0
2012-03-30,Charlotte Bobcats,Denver Nuggets,88,99,325.0,-400.0,8.5
2012-03-30,Atlanta Hawks,New York Knicks,100,90,-150.0,130.0,-3.0
2012-03-30,Cleveland Cavaliers,Milwaukee Bucks,84,121,170.0,-200.0,5.0
2012-03-30,Orlando Magic,Dallas Mavericks,98,100,-220.0,180.0,-5.5
2012-03-30,Chicago Bulls,Detroit Pistons,83,71,-1000.0,700.0,-11.0
2012-03-30,Houston Rockets,Memphis Grizzlies,98,89,-125.0,105.0,-1.5
2012-03-30,Minnesota Timberwolves,Boston Celtics,79,100,100.0,-120.0,1.0
2012-03-30,Utah Jazz,Sacramento Kings,103,104,-350.0,290.0,-7.5
2012-03-30,Los Angeles Clippers,Portland Trail Blazers,98,97,-600.0,450.0,-9.5
2012-03-30,Golden State Warriors,New Jersey Nets,100,102,-165.0,145.0,-3.5
2012-03-31,Los Angeles Lakers,New Orleans Hornets,88,85,-1620.0,1095.0,-12.5
2012-03-31,New York Knicks,Cleveland Cavaliers,91,75,-900.0,650.0,-11.5
2012-03-31,Philadelphia 76ers,Atlanta Hawks,95,90,-310.0,255.0,-7.0
2012-03-31,Detroit Pistons,Charlotte Bobcats,110,107,-350.0,290.0,-7.5
2012-03-31,Milwaukee Bucks,Memphis Grizzlies,95,99,-150.0,130.0,-3.0
2012-03-31,San Antonio Spurs,Indiana Pacers,112,103,-380.0,310.0,-8.0
2012-03-31,Sacramento Kings,New Jersey Nets,99,111,-260.0,220.0,-6.0
2012-03-31,Los Angeles Clippers,Utah Jazz,105,96,-220.0,180.0,-5.5
2012-04-01,Oklahoma City Thunder,Chicago Bulls,92,78,-275.0,235.0,-6.5
2012-04-01,Boston Celtics,Miami Heat,91,72,165.0,-190.0,4.5
2012-04-01,Toronto Raptors,Washington Wizards,99,92,-280.0,240.0,-6.5
2012-04-01,Orlando Magic,Denver Nuggets,101,104,-165.0,145.0,-3.5
2012-04-01,Houston Rockets,Indiana Pacers,102,104,-165.0,145.0,-3.5
2012-04-01,Phoenix Suns,New Orleans Hornets,92,75,-700.0,500.0,-10.0
2012-04-01,Portland Trail Blazers,Minnesota Timberwolves,119,106,-160.0,140.0,-3.5
2012-04-01,Los Angeles Lakers,Golden State Warriors,120,112,-720.0,520.0,-10.0
2012-04-02,Washington Wizards,Milwaukee Bucks,98,112,260.0,-320.0,7.0
2012-04-02,Chicago Bulls,Houston Rockets,93,99,-380.0,310.0,-8.0
2012-04-02,Oklahoma City Thunder,Memphis Grizzlies,88,94,-340.0,280.0,-7.5
2012-04-02,Dallas Mavericks,Los Angeles Clippers,75,94,-185.0,165.0,-4.5
2012-04-02,Sacramento Kings,Minnesota Timberwolves,116,108,-160.0,140.0,-3.0
2012-04-02,Portland Trail Blazers,Utah Jazz,97,102,-135.0,115.0,-2.0
2012-04-03,Toronto Raptors,Charlotte Bobcats,92,87,-635.0,445.0,-9.0
2012-04-03,Cleveland Cavaliers,San Antonio Spurs,90,125,465.0,-655.0,9.0
2012-04-03,Indiana Pacers,New York Knicks,112,104,-245.0,195.0,-5.5
2012-04-03,Miami Heat,Philadelphia 76ers,99,93,-325.0,265.0,-7.0
2012-04-03,Detroit Pistons,Orlando Magic,102,95,-105.0,-115.0,1.0
2012-04-03,Memphis Grizzlies,Golden State Warriors,98,94,-320.0,260.0,-7.5
2012-04-03,Sacramento Kings,Phoenix Suns,100,109,125.0,-145.0,3.0
2012-04-03,Los Angeles Lakers,New Jersey Nets,91,87,-435.0,345.0,-8.0
2012-04-04,Philadelphia 76ers,Toronto Raptors,78,99,-430.0,335.0,-8.5
2012-04-04,Washington Wizards,Indiana Pacers,96,109,210.0,-250.0,5.5
2012-04-04,Boston Celtics,San Antonio Spurs,86,87,-107.0,-103.0,-0.0
2012-04-04,Atlanta Hawks,Charlotte Bobcats,120,93,-1425.0,1000.0,-13.0
2012-04-04,Miami Heat,Oklahoma City Thunder,98,93,-145.0,125.0,-3.0
2012-04-04,Milwaukee Bucks,Cleveland Cavaliers,107,98,-950.0,675.0,-12.0
2012-04-04,New Orleans Hornets,Denver Nuggets,94,92,170.0,-200.0,5.0
2012-04-04,Minnesota Timberwolves,Golden State Warriors,94,97,-250.0,210.0,-6.0
2012-04-04,Dallas Mavericks,Memphis Grizzlies,95,85,-240.0,200.0,-5.5
2012-04-04,Utah Jazz,Phoenix Suns,105,107,-250.0,210.0,-6.0
2012-04-04,Portland Trail Blazers,New Jersey Nets,101,88,-500.0,400.0,-9.0
2012-04-04,Los Angeles Clippers,Los Angeles Lakers,108,113,-140.0,120.0,-3.0
2012-04-05,Orlando Magic,New York Knicks,80,96,-145.0,125.0,-3.0
2012-04-05,Detroit Pistons,Washington Wizards,99,94,-375.0,305.0,-8.0
2012-04-05,Chicago Bulls,Boston Celtics,93,86,-270.0,230.0,-6.5
2012-04-05,Sacramento Kings,Los Angeles Clippers,85,93,130.0,-150.0,3.0
2012-04-06,Indiana Pacers,Oklahoma City Thunder,103,98,150.0,-170.0,4.0
2012-04-06,Toronto Raptors,Cleveland Cavaliers,80,84,-350.0,290.0,-7.5
2012-04-06,New Jersey Nets,Washington Wizards,110,98,-360.0,300.0,-8.0
2012-04-06,Atlanta Hawks,Detroit Pistons,101,96,-520.0,410.0,-9.0
2012-04-06,Miami Heat,Memphis Grizzlies,82,97,-400.0,320.0,-8.0
2012-04-06,Milwaukee Bucks,Charlotte Bobcats,95,90,-1500.0,1025.0,-13.0
2012-04-06,Dallas Mavericks,Portland Trail Blazers,97,99,-260.0,220.0,-6.0
2012-04-06,San Antonio Spurs,New Orleans Hornets,128,103,-850.0,625.0,-11.0
2012-04-06,Denver Nuggets,Phoenix Suns,105,99,-155.0,135.0,-3.0
2012-04-06,Utah Jazz,Golden State Warriors,104,98,-360.0,300.0,-8.0
2012-04-06,Los Angeles Lakers,Houston Rockets,107,112,-270.0,230.0,-6.0
2012-04-07,Charlotte Bobcats,Atlanta Hawks,96,116,330.0,-420.0,8.0
2012-04-07,Indiana Pacers,Boston Celtics,72,86,-130.0,110.0,-1.5
2012-04-07,Philadelphia 76ers,Orlando Magic,82,88,-250.0,210.0,-6.0
2012-04-07,Memphis Grizzlies,Dallas Mavericks,94,89,-180.0,160.0,-4.0
2012-04-07,New Orleans Hornets,Minnesota Timberwolves,99,90,125.0,-145.0,3.0
2012-04-07,Milwaukee Bucks,Portland Trail Blazers,116,94,-200.0,170.0,-5.0
2012-04-07,Phoenix Suns,Los Angeles Lakers,125,105,-130.0,110.0,-2.0
2012-04-07,Los Angeles Clippers,Sacramento Kings,109,94,-400.0,320.0,-8.0
2012-04-07,Golden State Warriors,Denver Nuggets,112,97,135.0,-155.0,3.0
2012-04-08,New York Knicks,Chicago Bulls,100,99,135.0,-155.0,3.0
2012-04-08,Boston Celtics,Philadelphia 76ers,103,79,-170.0,150.0,-3.5
2012-04-08,New Jersey Nets,Cleveland Cavaliers,122,117,-350.0,290.0,-7.5
2012-04-08,Miami Heat,Detroit Pistons,98,75,-975.0,685.0,-11.5
2012-04-08,San Antonio Spurs,Utah Jazz,114,104,-550.0,425.0,-10.0
2012-04-08,Oklahoma City Thunder,Toronto Raptors,91,75,-1100.0,816.0,-12.5
2012-04-08,Sacramento Kings,Houston Rockets,87,104,150.0,-170.0,4.0
2012-04-09,Charlotte Bobcats,Washington Wizards,85,113,-125.0,105.0,-1.5
2012-04-09,Orlando Magic,Detroit Pistons,119,89,-325.0,265.0,-7.5
2012-04-09,Indiana Pacers,Toronto Raptors,103,98,-700.0,500.0,-10.5
2012-04-09,Milwaukee Bucks,Oklahoma City Thunder,89,109,130.0,-150.0,3.0
2012-04-09,Memphis Grizzlies,Los Angeles Clippers,94,85,-180.0,160.0,-4.5
2012-04-09,New Orleans Hornets,Los Angeles Lakers,91,93,150.0,-170.0,3.5
2012-04-09,Minnesota Timberwolves,Phoenix Suns,90,114,125.0,-145.0,2.5
2012-04-09,Denver Nuggets,Golden State Warriors,123,84,-450.0,350.0,-8.5
2012-04-09,Utah Jazz,San Antonio Spurs,91,84,-175.0,155.0,-4.0
2012-04-09,Portland Trail Blazers,Houston Rockets,89,94,-145.0,125.0,-3.0
2012-04-10,Washington Wizards,Orlando Magic,93,85,175.0,-210.0,4.5
2012-04-10,Miami Heat,Boston Celtics,107,115,-350.0,290.0,-7.5
2012-04-10,Cleveland Cavaliers,Charlotte Bobcats,103,90,-280.0,240.0,-6.5
2012-04-10,New Jersey Nets,Philadelphia 76ers,88,107,220.0,-260.0,6.0
2012-04-10,Dallas Mavericks,Sacramento Kings,110,100,-600.0,450.0,-9.0
2012-04-10,Chicago Bulls,New York Knicks,98,86,-300.0,250.0,-7.0
2012-04-11,Toronto Raptors,Philadelphia 76ers,75,93,165.0,-190.0,4.5
2012-04-11,Cleveland Cavaliers,Indiana Pacers,98,104,400.0,-500.0,9.0
2012-04-11,Boston Celtics,Atlanta Hawks,88,86,-140.0,120.0,-3.0
2012-04-11,Milwaukee Bucks,New York Knicks,107,111,-175.0,155.0,-4.0
2012-04-11,Memphis Grizzlies,Phoenix Suns,104,93,-220.0,180.0,-5.5
2012-04-11,New Orleans Hornets,Sacramento Kings,105,96,-140.0,120.0,-3.0
2012-04-11,Houston Rockets,Utah Jazz,91,103,-260.0,220.0,-6.0
2012-04-11,Oklahoma City Thunder,Los Angeles Clippers,98,100,-360.0,300.0,-8.0
2012-04-11,San Antonio Spurs,Los Angeles Lakers,84,98,-600.0,450.0,-10.0
2012-04-11,Denver Nuggets,Minnesota Timberwolves,113,107,-450.0,350.0,-8.0
2012-04-11,Portland Trail Blazers,Golden State Warriors,118,110,-175.0,155.0,-4.5
2012-04-12,Charlotte Bobcats,Detroit Pistons,85,109,190.0,-230.0,5.5
2012-04-12,Chicago Bulls,Miami Heat,96,86,-140.0,120.0,-1.5
2012-04-12,Minnesota Timberwolves,Los Angeles Clippers,82,95,310.0,-380.0,8.0
2012-04-12,San Antonio Spurs,Memphis Grizzlies,107,97,-240.0,200.0,-6.0
2012-04-12,Golden State Warriors,Dallas Mavericks,103,112,235.0,-275.0,6.5
2012-04-13,Toronto Raptors,Boston Celtics,84,79,300.0,-360.0,8.0
2012-04-13,Philadelphia 76ers,New Jersey Nets,89,95,-800.0,600.0,-11.0
2012-04-13,Orlando Magic,Atlanta Hawks,81,109,120.0,-140.0,2.5
2012-04-13,Indiana Pacers,Cleveland Cavaliers,102,83,-900.0,650.0,-12.0
2012-04-13,New York Knicks,Washington Wizards,103,65,-730.0,530.0,-10.5
2012-04-13,Miami Heat,Charlotte Bobcats,105,82,-6000.0,2750.0,-16.5
2012-04-13,Detroit Pistons,Milwaukee Bucks,97,113,175.0,-210.0,5.0
2012-04-13,New Orleans Hornets,Utah Jazz,96,85,155.0,-175.0,4.0
2012-04-13,Houston Rockets,Phoenix Suns,105,112,-175.0,155.0,-4.0
2012-04-13,Oklahoma City Thunder,Sacramento Kings,115,89,-1600.0,1075.0,-13.5
2012-04-13,Los Angeles Lakers,Denver Nuggets,103,97,-170.0,150.0,-3.5
2012-04-13,Portland Trail Blazers,Dallas Mavericks,94,97,160.0,-180.0,4.5
2012-04-14,Los Angeles Clippers,Golden State Warriors,112,104,-900.0,650.0,-13.0
2012-04-14,Washington Wizards,Cleveland Cavaliers,89,98,-230.0,190.0,-5.5
2012-04-14,New Jersey Nets,Boston Celtics,82,94,260.0,-320.0,7.0
2012-04-14,Memphis Grizzlies,Utah Jazz,103,98,-500.0,400.0,-9.5
2012-04-14,Minnesota Timberwolves,Oklahoma City Thunder,110,115,650.0,-900.0,11.5
2012-04-14,Milwaukee Bucks,Indiana Pacers,99,105,-150.0,130.0,-3.0
2012-04-14,San Antonio Spurs,Phoenix Suns,105,91,-420.0,330.0,-9.0
2012-04-15,New York Knicks,Miami Heat,85,93,130.0,-150.0,3.0
2012-04-15,Los Angeles Lakers,Dallas Mavericks,112,108,-130.0,110.0,-2.0
2012-04-15,Charlotte Bobcats,Boston Celtics,82,94,240.0,-280.0,6.5
2012-04-15,Atlanta Hawks,Toronto Raptors,86,102,-600.0,450.0,-10.0
2012-04-15,Detroit Pistons,Chicago Bulls,94,100,435.0,-575.0,9.5
2012-04-15,Cleveland Cavaliers,Orlando Magic,84,100,230.0,-270.0,6.5
2012-04-15,Sacramento Kings,Portland Trail Blazers,104,103,-145.0,125.0,-3.0
2012-04-15,New Orleans Hornets,Memphis Grizzlies,88,75,170.0,-200.0,5.0
2012-04-15,Denver Nuggets,Houston Rockets,101,86,-155.0,135.0,-3.5
2012-04-16,Toronto Raptors,Atlanta Hawks,87,109,200.0,-240.0,6.0
2012-04-16,Charlotte Bobcats,New Orleans Hornets,67,75,230.0,-270.0,6.5
2012-04-16,Orlando Magic,Philadelphia 76ers,113,100,230.0,-270.0,6.5
2012-04-16,Indiana Pacers,Minnesota Timberwolves,111,88,-750.0,550.0,-11.0
2012-04-16,New Jersey Nets,Miami Heat,98,101,400.0,-500.0,8.5
2012-04-16,Chicago Bulls,Washington Wizards,84,87,-950.0,675.0,-11.5
2012-04-16,Houston Rockets,Denver Nuggets,102,105,-180.0,160.0,-4.5
2012-04-16,Utah Jazz,Dallas Mavericks,123,121,-170.0,150.0,-3.5
2012-04-16,Phoenix Suns,Portland Trail Blazers,125,107,-800.0,600.0,-11.0
2012-04-16,Los Angeles Clippers,Oklahoma City Thunder,92,77,135.0,-155.0,3.0
2012-04-16,Golden State Warriors,San Antonio Spurs,99,120,450.0,-600.0,10.0
2012-04-17,Philadelphia 76ers,Indiana Pacers,97,102,-155.0,135.0,-3.5
2012-04-17,Detroit Pistons,Cleveland Cavaliers,116,77,-320.0,260.0,-7.0
2012-04-17,New York Knicks,Boston Celtics,118,110,-155.0,135.0,-3.5
2012-04-17,Minnesota Timberwolves,Memphis Grizzlies,84,91,390.0,-490.0,9.5
2012-04-17,Los Angeles Lakers,San Antonio Spurs,91,112,125.0,-145.0,3.0
2012-04-18,Washington Wizards,Milwaukee Bucks,121,112,330.0,-420.0,8.0
2012-04-18,Charlotte Bobcats,Chicago Bulls,68,100,385.0,-450.0,13.0
2012-04-18,Cleveland Cavaliers,Philadelphia 76ers,87,103,380.0,-480.0,9.0
2012-04-18,New Jersey Nets,New York Knicks,95,104,320.0,-400.0,8.0
2012-04-18,Atlanta Hawks,Detroit Pistons,116,84,-520.0,410.0,-9.5
2012-04-18,Miami Heat,Toronto Raptors,96,72,-600.0,450.0,-9.5
2012-04-18,Boston Celtics,Orlando Magic,102,98,-200.0,170.0,-4.5
2012-04-18,Memphis Grizzlies,New Orleans Hornets,103,91,-550.0,425.0,-9.5
2012-04-18,Dallas Mavericks,Houston Rockets,117,110,-200.0,170.0,-4.5
2012-04-18,Denver Nuggets,Los Angeles Clippers,98,104,-155.0,135.0,-3.0
2012-04-18,Phoenix Suns,Oklahoma City Thunder,97,109,155.0,-175.0,4.0
2012-04-18,Sacramento Kings,San Antonio Spurs,102,127,175.0,-210.0,5.0
2012-04-18,Portland Trail Blazers,Utah Jazz,91,112,175.0,-210.0,5.0
2012-04-18,Golden State Warriors,Los Angeles Lakers,87,99,255.0,-310.0,7.0
2012-04-19,Indiana Pacers,Milwaukee Bucks,118,109,-240.0,200.0,-6.0
2012-04-19,Detroit Pistons,Minnesota Timberwolves,80,91,-210.0,175.0,-5.0
2012-04-19,Miami Heat,Chicago Bulls,83,72,-280.0,240.0,-6.5
2012-04-19,New Orleans Hornets,Houston Rockets,105,99,210.0,-250.0,5.5
2012-04-19,Phoenix Suns,Los Angeles Clippers,93,90,-130.0,110.0,-2.0
2012-04-20,Charlotte Bobcats,Memphis Grizzlies,80,85,1300.0,-2200.0,14.0
2012-04-20,Atlanta Hawks,Boston Celtics,97,92,-650.0,475.0,-10.5
2012-04-20,Cleveland Cavaliers,New York Knicks,98,90,475.0,-650.0,10.0
2012-04-20,Dallas Mavericks,Golden State Warriors,104,94,-975.0,685.0,-13.0
2012-04-20,San Antonio Spurs,Los Angeles Lakers,121,97,-260.0,220.0,-6.5
2012-04-20,Sacramento Kings,Oklahoma City Thunder,92,103,460.0,-620.0,10.0
2012-04-21,Phoenix Suns,Denver Nuggets,107,118,-180.0,160.0,-4.0
2012-04-21,Indiana Pacers,Philadelphia 76ers,106,109,-190.0,165.0,-4.5
2012-04-21,Miami Heat,Washington Wizards,84,86,-600.0,450.0,-10.0
2012-04-21,Chicago Bulls,Dallas Mavericks,93,83,-380.0,310.0,-8.0
2012-04-21,Memphis Grizzlies,Portland Trail Blazers,93,89,-1100.0,816.0,-12.0
2012-04-21,Houston Rockets,Golden State Warriors,99,96,-3400.0,1750.0,-13.0
2012-04-21,Milwaukee Bucks,New Jersey Nets,106,95,-550.0,425.0,-9.5
